time,X_value,Y_value,Z_value
Started:,Dec 05 2019,17:47:36:915, 
9.8246,0.60571,-5.66563,8.14951
9.8513,0.45608,-5.65606,8.15310
9.8514,0.52790,-5.45615,8.20098
9.8782,0.80083,-5.29575,8.22014
9.8997,0.90617,-5.27540,8.48109
9.9184,0.89779,-5.01205,8.25126
9.9375,0.98757,-4.80855,8.23091
9.9520,1.20423,-5.02162,8.59841
9.9785,1.38379,-4.78820,8.44399
9.9969,1.92007,-4.22199,8.81986
10.0162,1.85064,-3.98977,9.53210
10.0500,0.80921,-4.31536,9.54647
10.0500,0.37348,-4.51647,9.36212
10.0855,0.05746,-3.69290,9.80862
10.1040,-0.33637,-2.90763,10.36166
10.1159,-0.02514,-2.41325,9.99776
10.1522,0.82836,-1.68425,10.03367
10.1523,1.15635,-1.59447,10.29822
10.1767,1.39935,-2.07927,10.19886
10.1859,2.76159,-3.32181,10.93265
10.2177,3.41758,-5.79611,9.94509
10.2366,3.92034,-8.73966,6.82558
10.2502,2.72089,-13.34351,4.88396
10.2837,-0.16998,-18.10058,6.30486
10.2952,0.27652,-16.88079,4.94740
10.3193,-0.09337,-13.72537,3.38885
10.3586,-1.48075,-11.92740,3.00818
10.3586,-2.00386,-10.17851,2.38931
10.3860,-1.78959,-8.66783,2.13673
10.3860,-1.24493,-7.53902,3.35174
10.4129,-0.72900,-6.74178,4.18489
10.4518,-0.25737,-5.97088,4.75468
10.4518,0.42495,-5.30413,5.81527
10.4726,1.30000,-4.81214,6.66996
10.5101,1.39217,-4.83368,7.65992
10.5260,0.44650,-5.06472,8.28478
10.5261,-0.11731,-4.94022,8.20218
10.5521,-0.48121,-5.19759,8.14592
10.5863,-0.94088,-5.96609,7.90891
10.5863,-0.89779,-6.31683,8.35540
10.6020,-0.54466,-6.17917,8.74085
10.6519,-0.58895,-6.26296,8.42842
10.6539,-0.62007,-6.15882,8.52538
10.6898,-0.39024,-5.90744,8.47391
10.6898,-0.10295,-5.90504,8.40568
10.7097,0.09337,-6.01876,8.42364
10.7186,0.26335,-6.00081,8.48588
10.7478,0.24180,-5.98525,8.31710
10.7698,0.04788,-6.17677,8.16986
10.7868,-0.08020,-6.18515,8.03938
10.8064,-0.16998,-5.83801,7.91250
10.8286,-0.45009,-5.69077,8.17465
10.8507,-0.49318,-5.81287,7.93524
10.8881,-0.60810,-5.93856,7.55338
10.8881,-0.80202,-5.78534,7.47318
10.9022,-1.00672,-5.33405,7.91848
10.9222,-0.98278,-5.29455,8.03100
10.9463,-0.93490,-5.70514,7.65992
10.9863,-1.06059,-5.70274,7.39657
10.9863,-1.40414,-5.21435,7.56296
11.0014,-1.60764,-5.41785,7.49951
11.0612,-1.65911,-5.95771,7.29602
11.0626,-1.76086,-6.01039,7.15955
11.0675,-1.94401,-5.47052,6.97162
11.0906,-2.27799,-4.81693,6.79804
11.1027,-2.53415,-4.60266,7.30799
11.1195,-2.55331,-4.85882,7.73653
11.1516,-2.57007,-4.77982,7.54141
11.1849,-2.45754,-4.25671,7.35228
11.1849,-2.32467,-4.31656,7.60366
11.2122,-1.99907,-4.71398,7.92088
11.2259,-1.79198,-4.58230,8.11719
11.2438,-1.57173,-4.01131,8.41047
11.2838,-1.37421,-3.80063,8.72290
11.2839,-1.30239,-3.96702,8.92400
11.3035,-1.11206,-4.07715,8.80909
11.3192,-1.15874,-3.98139,8.67741
11.3613,-1.04024,-3.85689,8.85697
11.3650,-0.62606,-3.75395,9.17658
11.3904,-0.48241,-3.72881,9.36571
11.4060,-0.48600,-3.76951,9.43036
11.4220,-0.30405,-4.06757,9.52253
11.4520,-0.08858,-4.55717,9.49619
11.4520,0.04309,-4.83847,9.27115
11.4819,0.09936,-4.81334,9.08082
11.5021,0.03471,-4.91748,8.92281
11.5229,0.12090,-5.16168,8.75881
11.5405,0.07661,-5.26941,8.68459
11.5514,-0.07422,-5.17365,8.51581
11.5805,-0.12689,-5.07908,8.19620
11.5998,-0.20829,-5.14372,7.87659
11.6198,-0.30644,-5.22632,7.64675
11.6509,-0.20709,-5.24188,7.58211
11.6518,0.03471,-5.30652,7.55578
11.6887,0.15562,-5.44179,7.52944
11.6994,0.12090,-5.74464,7.49233
11.7198,0.00239,-5.99123,7.50909
11.7476,-0.08020,-6.20311,7.56894
11.7511,-0.19512,-6.64722,7.84307
11.7814,-0.43333,-7.07576,7.92207
11.8082,-0.64880,-6.96802,7.82631
11.8176,-0.80202,-6.68313,7.73294
11.8378,-0.79364,-6.67116,7.41692
11.8502,-0.74217,-6.70108,7.20145
11.8868,-0.69549,-6.64482,7.23736
11.8980,-0.74217,-6.56342,7.35587
11.9222,-0.77808,-6.43773,7.52346
11.9530,-0.63683,-6.19234,7.56296
11.9530,-0.48959,-6.04630,7.50430
11.9860,-0.37587,-6.01996,7.55218
11.9860,-0.48720,-5.96490,7.76167
12.0161,-0.43812,-5.81646,7.74252
12.0630,-0.42136,-5.84519,7.78322
12.0630,-0.43213,-5.95293,7.77364
12.0803,-0.37827,-5.89427,7.83948
12.1017,-0.56740,-5.79492,7.85504
12.1196,-0.61050,-5.84639,7.76885
12.1357,-0.81399,-5.99363,7.79758
12.1514,-0.97560,-5.99004,7.51747
