time,X_value,Y_value,Z_value
Started:,Dec 05 2019,19:04:11:855, 
9.4535,-3.83774,-4.74510,7.85863
9.4659,-3.83774,-4.67208,7.73055
9.4858,-3.87365,-4.64216,7.54141
9.5338,-3.83774,-4.50330,7.58331
9.5338,-3.84612,-4.54520,7.76047
9.5449,-3.83894,-4.64216,7.85504
9.5759,-3.74198,-4.71278,7.98671
9.6013,-3.80781,-4.73912,7.90412
9.6028,-3.80662,-4.50809,7.86821
9.6540,-3.78268,-4.33571,7.91010
9.6540,-3.87485,-4.26628,7.81075
9.6639,-3.93350,-4.12623,7.71618
9.6933,-3.82697,-4.01849,7.78082
9.7250,-3.92632,-4.19805,7.75449
9.7250,-4.06279,-4.38599,7.59648
9.7626,-4.13461,-4.46859,7.48754
9.7807,-3.92632,-4.57512,7.35467
9.7807,-3.78746,-4.71518,7.15836
9.8021,-3.73479,-4.76545,7.13681
9.8316,-3.59235,-4.72475,7.09371
9.8403,-3.52890,-4.61822,6.99316
9.8666,-3.44391,-4.42908,7.04464
9.8930,-3.36730,-4.43986,7.15955
9.9017,-3.39723,-4.55956,7.24574
9.9336,-3.40441,-4.65293,7.28405
9.9535,-3.44032,-4.78820,7.22898
9.9608,-3.45349,-4.94621,7.31517
9.9998,-3.48341,-4.99289,7.62640
9.9998,-3.56002,-4.88636,7.72336
10.0233,-3.62107,-4.78700,7.56894
10.0533,-3.66297,-4.72475,7.45642
10.0687,-3.71085,-4.71637,7.42889
10.0791,-3.61030,-4.68645,7.40255
10.1329,-3.69290,-4.76665,7.34150
10.1329,-3.71804,-4.80017,7.33193
10.1375,-3.77789,-4.92107,7.42410
10.1804,-3.91675,-5.04077,7.40854
10.1983,-3.86048,-4.94621,7.27327
10.1983,-3.82098,-4.92227,7.12484
10.2278,-3.78028,-5.09225,7.08294
10.2533,-3.89161,-5.28617,7.01950
10.2577,-3.96104,-5.26103,6.99556
10.3064,-3.73479,-5.10182,7.16075
10.3184,-3.82098,-5.25984,7.29243
10.3184,-3.92153,-5.35799,7.34270
10.3529,-3.75036,-5.20118,7.35587
10.3667,-3.75275,-5.13654,7.30679
10.3762,-3.77908,-5.26462,7.31397
10.3996,-3.87485,-5.59142,7.42410
10.4254,-4.06877,-5.88230,7.28524
10.4363,-4.16214,-5.94694,7.05661
10.4698,-4.33332,-6.10136,6.70108
10.4956,-4.49731,-6.14326,6.72263
10.4957,-4.38719,-6.02236,6.74777
10.5335,-4.46380,-5.82963,6.59814
10.5335,-4.44225,-5.70993,6.47963
10.5535,-4.47218,-5.65486,6.56222
10.6006,-4.52724,-5.64169,6.67355
10.6006,-4.58949,-5.61177,6.76931
10.6141,-4.59068,-5.62374,6.77051
10.6535,-4.48175,-5.46333,6.69749
10.6667,-4.51048,-5.38792,6.81001
10.6729,-4.69363,-5.52678,6.72861
10.7339,-4.71398,-5.79731,6.52392
10.7339,-4.82531,-6.13608,6.32162
10.7339,-4.99648,-6.27972,6.21987
10.7525,-5.03000,-6.32281,6.28571
10.7753,-5.06711,-6.32042,6.19712
10.7915,-4.75827,-5.89667,6.15642
