time,X_value,Y_value,Z_value
Started:,Dec 05 2019,18:11:00:145, 
6.9389,-5.34722,-3.26675,7.45642
6.9636,-5.36637,-3.16141,7.36305
6.9700,-5.34123,-3.13028,7.35347
6.9994,-5.36996,-3.18535,7.36185
7.0199,-5.44777,-3.19133,7.32714
7.0301,-5.46932,-3.18415,7.34509
7.0678,-5.46573,-3.22725,7.39537
7.0987,-5.43700,-3.22964,7.37502
7.0987,-5.44657,-3.18176,7.34869
7.1205,-5.46333,-3.15183,7.32834
7.1413,-5.47530,-3.10275,7.29721
7.1609,-5.43341,-3.08839,7.30200
7.1697,-5.38553,-3.07402,7.31996
7.2067,-5.39869,-3.09318,7.27926
7.2162,-5.45495,-3.15423,7.24215
7.2298,-5.52797,-3.21527,7.17272
7.2658,-5.55551,-3.22844,7.17511
7.2748,-5.58902,-3.29428,7.18948
7.2989,-5.57466,-3.24520,7.16314
7.3195,-5.55431,-3.22006,7.21222
7.3347,-5.51361,-3.24520,7.25412
7.3623,-5.48847,-3.21049,7.28644
7.3638,-5.51600,-3.19253,7.27806
7.3955,-5.52797,-3.18894,7.26250
7.4183,-5.56867,-3.18774,7.27208
7.4314,-5.58064,-3.19133,7.26010
7.4542,-5.59740,-3.21647,7.27567
7.4660,-5.65486,-3.21049,7.25173
7.4975,-5.67880,-3.18774,7.27926
7.5142,-5.68120,-3.24281,7.30918
7.5326,-5.66444,-3.28949,7.31277
7.5652,-5.67521,-3.24879,7.30559
7.5652,-5.65366,-3.29069,7.30440
7.6022,-5.64409,-3.29907,7.29003
7.6196,-5.60698,-3.22964,7.25891
7.6311,-5.55790,-3.20330,7.24694
7.6755,-5.53875,-3.24999,7.24335
7.6755,-5.49924,-3.23922,7.24215
7.6949,-5.46094,-3.25119,7.21821
7.7219,-5.41186,-3.17817,7.17033
7.7413,-5.41904,-3.16739,7.18230
7.7515,-5.45376,-3.15901,7.19786
7.7627,-5.45615,-3.19253,7.21222
7.8035,-5.46453,-3.22725,7.21103
7.8120,-5.50762,-3.24281,7.24095
7.8314,-5.50643,-3.29428,7.26489
7.8705,-5.56628,-3.27872,7.24694
7.8705,-5.60937,-3.21168,7.16554
7.8971,-5.63451,-3.12430,7.12723
7.8971,-5.67641,-3.24041,7.16434
7.9205,-5.75541,-3.25597,7.20863
7.9649,-5.76020,-3.24281,7.21103
7.9649,-5.77098,-3.16260,7.16554
7.9890,-5.69317,-3.08719,7.15716
8.0197,-5.61775,-3.05607,7.16314
8.0197,-5.57586,-3.04649,7.22300
8.0477,-5.53516,-3.08839,7.32355
8.0690,-5.53875,-3.10634,7.32355
8.0974,-5.61536,-3.10874,7.21103
8.0974,-5.64050,-3.15303,7.15596
8.1197,-5.61895,-3.15782,7.18948
8.1634,-5.66324,-3.19492,7.22539
8.1634,-5.66563,-3.18056,7.22659
8.2154,-5.63691,-3.24161,7.18349
8.2155,-5.63331,-3.21288,7.13801
8.2209,-5.62374,-3.20450,7.20743
8.2656,-5.58184,-3.20809,7.26010
8.2656,-5.60818,-3.16380,7.21342
8.2855,-5.60818,-3.16380,7.16913
8.2968,-5.62254,-3.19732,7.17152
8.3195,-5.59740,-3.16620,7.21462
8.3455,-5.57226,-3.20330,7.28165
8.3687,-5.56269,-3.25119,7.26609
8.4054,-5.58304,-3.21408,7.23377
8.4054,-5.59261,-3.21408,7.16314
8.4195,-5.62613,-3.22725,7.15357
8.4657,-5.54354,-3.25717,7.17511
8.4657,-5.58543,-3.24999,7.15357
8.4974,-5.59501,-3.26555,7.14399
8.4974,-5.60339,-3.28949,7.10449
8.5204,-5.63451,-3.27992,7.15237
8.5636,-5.62134,-3.35054,7.22060
8.5636,-5.61536,-3.33977,7.23018
8.5829,-5.62374,-3.36850,7.15716
8.6016,-5.65366,-3.45588,7.10329
8.6208,-5.67641,-3.53369,7.06139
8.6315,-5.66803,-3.64382,7.05900
8.6702,-5.64648,-3.80662,7.06499
8.6981,-5.64289,-3.97780,6.97640
8.6982,-5.58902,-4.12503,6.88902
8.7223,-5.51720,-4.18369,6.71066
8.7444,-5.54234,-4.19087,6.59215
8.7597,-5.54114,-4.15376,6.53709
8.7851,-5.49446,-4.00413,6.58856
8.7888,-5.29455,-3.74557,6.64841
8.8211,-5.22153,-3.53130,6.61250
8.8299,-5.35799,-3.30864,6.39464
8.8691,-5.52199,-3.24999,6.46048
8.8799,-5.63930,-3.53967,6.67235
8.8993,-5.65127,-3.73001,7.12963
8.9202,-5.51361,-3.78268,7.34509
8.9390,-5.60459,-3.82457,7.29482
8.9641,-5.79372,-3.92393,7.04823
8.9701,-5.88230,-4.02328,6.90697
8.9991,-5.90145,-4.12384,6.92134
9.0210,-5.73387,-4.25431,6.97880
9.0329,-5.60937,-4.46619,7.08174
9.0575,-5.59381,-4.50210,6.98478
9.0970,-5.67880,-4.44345,6.76812
9.0970,-5.77457,-4.43626,6.59455
9.1161,-5.50762,-4.45302,6.75734
9.1404,-5.14851,-4.57153,6.93451
9.1671,-5.05993,-4.47577,6.87944
9.1701,-5.21554,-4.15376,6.58257
9.2056,-5.25744,-4.03286,6.44013
9.2195,-5.25864,-4.16094,6.54906
9.2303,-5.13295,-4.16334,6.85430
9.2647,-5.00247,-4.19326,7.13441
9.2647,-4.96297,-4.26509,7.12843
9.2962,-5.14851,-4.21601,6.98239
9.3212,-5.21554,-4.28065,6.87585
9.3340,-4.98212,-4.49971,7.05062
9.3558,-4.61463,-4.65293,7.37861
9.3621,-4.44105,-4.76785,7.21940
9.4045,-4.24833,-4.57632,7.21103
9.4145,-3.94308,-4.34409,7.59169
9.4365,-3.63783,-4.31177,7.91609
9.4683,-3.46426,-4.33332,8.03340
9.4683,-3.35174,-4.45542,8.02262
9.4972,-3.14106,-4.63617,8.08607
9.5193,-3.67734,-4.83488,8.03100
9.5313,-4.44105,-4.90311,7.80237
9.5636,-4.58590,-4.99289,7.33312
9.5642,-4.40993,-5.00965,7.25651
9.5910,-4.09271,-4.88276,7.42649
9.6201,-3.48700,-4.84685,7.44086
9.6298,-3.69050,-4.97494,7.15476
9.6503,-4.40754,-4.98212,6.90817
9.6664,-4.60984,-4.96895,6.74896
9.6967,-4.76545,-4.94501,6.73101
9.7095,-4.74271,-4.85164,6.87825
9.7206,-4.58590,-4.87917,7.00274
9.7637,-4.80974,-4.88516,6.87226
9.7637,-4.91868,-4.91987,6.80882
9.7985,-4.89833,-5.09344,6.77530
9.8203,-4.83608,-5.19759,6.90817
9.8203,-4.60864,-5.25026,7.06020
9.8688,-4.37522,-5.28856,7.19427
9.8688,-4.35127,-5.34722,7.04224
9.8910,-4.35726,-5.33884,7.08534
9.8971,-4.43507,-5.39869,7.00274
9.9196,-4.71039,-5.48249,6.93570
9.9481,-4.80615,-5.42742,6.68432
9.9646,-4.94740,-5.28497,6.48083
10.0073,-4.96057,-5.10182,6.38746
10.0073,-4.85763,-5.02761,6.53230
10.0201,-4.56794,-5.00845,6.73221
10.0678,-4.64575,-4.97015,6.61609
10.0679,-4.88516,-4.91269,6.44850
10.0978,-4.94142,-4.90790,6.54786
10.0990,-5.03000,-4.99170,6.66278
10.1204,-4.95339,-4.92706,6.71904
10.1647,-5.08866,-4.79418,6.66517
10.1648,-5.32687,-4.76066,6.52751
10.1861,-5.36398,-4.73194,6.55744
10.2046,-5.21794,-4.75588,6.69869
10.2198,-4.93663,-4.75588,7.00633
10.2451,-4.89713,-4.67927,7.05780
10.2663,-4.77264,-4.69004,6.97880
10.2978,-4.73553,-4.59787,6.92373
10.2978,-4.84446,-4.76066,6.79326
10.3197,-5.13295,-4.84805,6.75734
10.3632,-5.40109,-4.79538,6.54666
10.3632,-5.51840,-4.58350,6.60292
10.4022,-5.53875,-4.52963,6.65559
10.4022,-5.55192,-4.57512,6.61729
10.4198,-5.70035,-4.64216,6.51315
10.4697,-5.71711,-4.63258,6.34915
10.4697,-5.89068,-4.66610,6.23782
10.4825,-6.03792,-4.64455,6.08340
10.5024,-5.87392,-4.53323,6.10615
10.5213,-5.70873,-4.51647,6.28810
10.5424,-5.53755,-4.36803,6.36950
10.5637,-5.28378,-4.35965,6.52392
10.6020,-5.11858,-4.53801,6.60771
10.6021,-5.10901,-4.63857,6.63644
10.6211,-5.03479,-4.72116,6.74059
10.6308,-5.06112,-4.80136,6.76453
10.6615,-5.16287,-4.86122,6.80642
10.6705,-5.29934,-4.91389,6.78128
10.6987,-5.29455,-4.89114,6.70348
10.7207,-5.25624,-4.90790,6.77769
10.7389,-5.24906,-4.80855,6.74896
10.7729,-5.29934,-4.73672,6.71186
10.7738,-5.26103,-4.66610,6.76093
10.8019,-5.28018,-4.64335,6.75495
10.8201,-5.29694,-4.66131,6.66397
10.8304,-5.28497,-4.53442,6.68432
10.8681,-5.17484,-4.48175,6.71186
10.9001,-5.09225,-4.49013,6.84952
10.9011,-5.10901,-4.52006,6.96802
10.9223,-5.25265,-4.63976,6.99197
10.9373,-5.41904,-4.60265,6.87226
10.9581,-5.45495,-4.39197,6.85191
10.9697,-5.42024,-4.37282,6.84233
11.0064,-5.45735,-4.33212,6.80044
11.0168,-5.42503,-4.35008,6.82797
11.0307,-5.33046,-4.32853,6.83395
11.0667,-5.26821,-4.36205,6.93211
11.0762,-5.16168,-4.43626,6.95366
11.0980,-5.21794,-4.60625,6.85909
11.1196,-5.18921,-4.42310,6.68791
11.1353,-5.17125,-4.34649,6.67954
11.1666,-5.15928,-4.48774,6.68073
11.1683,-5.25146,-4.70800,6.61968
11.1949,-5.25744,-4.68764,6.62208
11.2199,-5.17006,-4.79777,6.62208
11.2305,-5.34842,-4.97015,6.62327
11.2549,-5.46214,-5.04556,6.45449
11.2651,-5.33405,-4.96775,6.42097
11.3019,-5.23948,-4.96177,6.29169
11.3182,-5.19879,-5.02043,6.29049
11.3335,-5.17844,-5.08387,6.23423
11.3642,-5.21794,-5.23709,6.16840
11.3642,-5.10901,-5.28378,6.36830
11.4022,-5.07429,-5.31490,6.63764
11.4219,-5.11020,-5.33645,6.44731
11.4330,-5.32088,-5.32448,6.16241
11.4685,-5.51959,-5.35560,5.91702
11.4685,-5.43221,-5.29575,5.96370
11.4924,-5.28018,-5.26582,6.15283
11.5199,-5.08746,-5.29335,6.37548
11.5305,-5.08626,-5.20716,6.46885
11.5510,-5.29216,-5.24906,6.46885
11.5654,-5.36518,-5.28138,6.44491
11.6007,-5.32687,-5.17484,6.40541
11.6106,-5.27061,-5.10302,6.65320
11.6304,-5.25265,-5.00965,6.61250
11.6673,-5.54593,-4.99529,6.46526
11.6673,-5.71352,-4.88995,6.18156
11.7027,-5.64289,-4.78580,6.02475
11.7236,-5.39390,-4.62420,6.33000
11.7237,-5.27779,-4.52844,6.63405
11.7639,-5.33286,-4.37162,6.75974
11.7639,-5.45855,-4.06997,6.63046
11.7884,-5.64888,-3.82936,6.47364
11.8215,-5.70514,-3.71085,6.47125
11.8215,-5.49087,-3.69888,6.96443
11.8527,-5.27779,-3.52531,7.16673
11.8673,-5.40588,-3.57559,7.24095
11.8976,-5.43820,-3.57439,6.92373
11.8976,-5.36039,-3.62467,6.77171
11.9197,-5.29216,-3.73599,6.86508
11.9642,-5.29335,-4.03645,6.79445
11.9643,-5.24667,-4.14658,6.90099
12.0101,-5.09704,-4.10349,7.04942
12.0102,-4.90790,-4.25072,7.41093
12.0241,-4.68525,-4.22439,7.73055
12.0664,-4.70081,-4.17291,8.03579
12.0665,-4.78700,-4.10109,8.23570
12.0858,-5.00726,-3.95984,8.33984
12.0974,-4.96895,-3.85809,8.50982
12.1199,-4.74510,-3.59953,8.68938
12.1462,-4.50689,-3.33737,8.70255
12.1640,-4.43626,-3.08480,8.66065
12.2058,-4.52006,-2.78434,8.59242
12.2058,-4.51407,-2.28876,8.70375
12.2198,-4.12862,-2.04935,9.05328
12.2654,-3.83774,-1.94640,9.52492
12.2665,-3.96104,-1.60764,9.83975
